student,currProb,course,session,priorTutorAction,reward
0006-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0006-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0006-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.0789473684
0006-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
0006-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,2.1.3.0,226-001-BARNES-F14,1,PS,161.8100398054
0006-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0
0006-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.2650730195
0006-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0006-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-41.6088765603
0006-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0
0006-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,5.1.3.0,226-001-BARNES-F14,1,PS,11.6883116883
0006-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0
0006-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0
0006-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-22.7697536109
0008-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.5145631068
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0
0008-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0
0008-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0
0009-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0009-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0009-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
0009-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-49.3421052632
0009-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0
0009-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
0009-F14,2.1.3.0,226-001-BARNES-F14,2,PS,117.0731977001
0009-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
0009-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
0009-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-102.4883739904
0009-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
0009-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
0009-F14,4.1.3.0,226-001-BARNES-F14,3,PS,36.3644244105
0009-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0
0009-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
0009-F14,5.1.3.0,226-001-BARNES-F14,3,PS,16.8617566644
0009-F14,6.1.1.0,226-001-BARNES-F14,3,WE,0
0009-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0
0009-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-51.3660957832
000b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
000b-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0
000b-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
000b-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.8684210526
000b-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0
000b-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
000b-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-9.1651923927
000b-F14,3.-1.1.0,226-001-BARNES-F14,2,WE,0
000b-F14,3.-1.2.0,226-001-BARNES-F14,2,PS,0
000b-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0
000b-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,2.7149321267
000b-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
000b-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
000b-F14,4.1.3.0,226-001-BARNES-F14,2,PS,62.5686813187
000b-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0
000b-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0
000b-F14,5.1.3.0,226-001-BARNES-F14,2,PS,40.2811004785
000b-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0
000b-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0
000b-F14,6.1.3.0,226-001-BARNES-F14,2,PS,10.2446004561
000c-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
000c-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
000c-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0
000c-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
000c-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842
000c-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0
000c-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0
000c-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-31.0415745245
000c-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0
000c-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0
000c-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-17.3207146936
000c-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0
000c-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0
000c-F14,4.1.3.0,226-001-BARNES-F14,4,PS,107.572815534
000c-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0
000c-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0
000c-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-133.2057416268
000c-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0
000c-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0
000c-F14,6.1.3.0,226-001-BARNES-F14,5,PS,133.2057416268
0010-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0010-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0
0010-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0
0010-F14,1.0.4.0,226-001-BARNES-F14,4,PS,-65.1315789474
0010-F14,2.1.1.0,226-001-BARNES-F14,8,PS,0
0010-F14,2.1.2.0,226-001-BARNES-F14,8,WE,0
0010-F14,2.1.3.0,226-001-BARNES-F14,8,PS,132.8626713843
0010-F14,3.1.1.0,226-001-BARNES-F14,8,PS,0
0010-F14,3.1.2.0,226-001-BARNES-F14,8,WE,0
0010-F14,3.1.3.0,226-001-BARNES-F14,8,PS,-95.6922574855
0010-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0
0010-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0
0010-F14,4.1.3.0,226-001-BARNES-F14,10,PS,34.9254507628
0010-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0
0010-F14,5.1.2.0,226-001-BARNES-F14,10,WE,0
0010-F14,5.1.3.0,226-001-BARNES-F14,10,PS,-66.9642857143
0010-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0
0010-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0
0010-F14,6.1.3.0,226-001-BARNES-F14,10,PS,70.0934579439
0012-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0012-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0012-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0012-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-17.7631578947
0012-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0
0012-F14,2.1.2.0,226-001-BARNES-F14,6,WE,0
0012-F14,2.1.3.0,226-001-BARNES-F14,6,PS,0
0012-F14,2.1.1.0,226-001-BARNES-F14,6,PS,0
0012-F14,2.-1.4.0,226-001-BARNES-F14,6,PS,0
0012-F14,2.-1.1.0,226-001-BARNES-F14,6,PS,0
0012-F14,2.-1.1.1,226-001-BARNES-F14,6,PS,15.8276740238
0012-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0
0012-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0
0012-F14,3.1.3.0,226-001-BARNES-F14,6,PS,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,6,PS,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,6,PS,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,7,PS,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,7,PS,0
0012-F14,3.-1.4.1,226-001-BARNES-F14,7,PS,0
0012-F14,3.-1.2.0,226-001-BARNES-F14,7,PS,0
0012-F14,3.-1.2.1,226-001-BARNES-F14,7,PS,0
0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0
0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0
0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.6139666785
0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0
0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0
0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0
0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0
0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0
0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.8791208791
0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0
0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0
0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0
0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.4285714286
0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0
0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0
0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.2710280374
0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842
0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528
0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562
0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0
0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2354368932
0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0
0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.8528708134
0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0
0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0
0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.9112820284
001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0
001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.7894736842
001e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0
001e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
001e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-96.5877930119
001e-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
001e-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0
001e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,146.2837562209
001e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0
001e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0
001e-F14,4.1.2.0,226-001-BARNES-F14,2,PS,-1.3782940361
001e-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0
001e-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0
001e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-94.5616883117
001e-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0
001e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0
001e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,50.1274426508
0026-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
0026-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
0026-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0
0026-F14,1.0.4.0,226-001-BARNES-F14,2,PS,1.9736842105
0026-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0
0026-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
0026-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-48.5283060593
0026-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0
0026-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0
0026-F14,3.1.3.0,226-001-BARNES-F14,2,PS,71.0206412662
0026-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0
0026-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0
0026-F14,4.-1.3.1,226-001-BARNES-F14,3,PS,0
0026-F14,4.-1.3.0,226-001-BARNES-F14,4,PS,-113.0374479889
0026-F14,5.-1.1.0,226-001-BARNES-F14,5,WE,0
0026-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0
0026-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0
0026-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,81.0714285714
0026-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0
0026-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0
0026-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0
0026-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0
0026-F14,6.-1.4.1,226-001-BARNES-F14,5,PS,-25.472972973
0030-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0030-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0030-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0030-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-65.1315789474
0030-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
0030-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0030-F14,2.1.3.0,226-001-BARNES-F14,1,PS,41.2660327289
0030-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0
0030-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0
0030-F14,3.1.3.0,226-001-BARNES-F14,1,PS,48.331565636
0030-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0
0030-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0
0030-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.2874479889
0030-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0
0030-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0
0030-F14,5.1.3.0,226-001-BARNES-F14,2,PS,0.1324333561
0030-F14,6.-1.1.0,226-001-BARNES-F14,2,PS,0
0030-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0
0030-F14,6.-1.3.0,226-001-BARNES-F14,2,WE,0
0030-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-36.9326264063
0033-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0033-F14,1.0.2.0,226-001-BARNES-F14,4,WE,0
0033-F14,1.0.3.0,226-001-BARNES-F14,4,WE,0
0033-F14,1.0.4.0,226-001-BARNES-F14,5,PS,0
0033-F14,1.0.1.0,226-001-BARNES-F14,5,PS,-34.8684210526
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0
0033-F14,2.1.3.0,226-001-BARNES-F14,5,PS,0
0033-F14,2.1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,2.-1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,2.-1.4.0,226-001-BARNES-F14,5,PS,32.9329371817
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,3.1.2.0,226-001-BARNES-F14,5,WE,0
0033-F14,3.1.3.0,226-001-BARNES-F14,5,PS,0
0033-F14,3.1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0
0033-F14,3.-1.4.0,226-001-BARNES-F14,6,PS,-83.3392414038
0033-F14,4.1.1.0,226-001-BARNES-F14,6,WE,0
0033-F14,4.1.2.0,226-001-BARNES-F14,6,PS,0
0033-F14,4.1.3.0,226-001-BARNES-F14,6,PS,174.3818681319
0033-F14,5.1.1.0,226-001-BARNES-F14,6,WE,0
0033-F14,5.1.2.0,226-001-BARNES-F14,6,PS,0
0033-F14,5.1.3.0,226-001-BARNES-F14,6,PS,-70.6382433356
0033-F14,6.1.1.0,226-001-BARNES-F14,6,PS,0
0033-F14,6.1.2.0,226-001-BARNES-F14,6,WE,0
0033-F14,6.1.3.0,226-001-BARNES-F14,6,PS,0
0033-F14,6.-1.3.0,226-001-BARNES-F14,7,PS,0
0033-F14,6.-1.3.0,226-001-BARNES-F14,8,PS,0
0033-F14,6.-1.3.1,226-001-BARNES-F14,8,PS,0
0033-F14,6.-1.4.0,226-001-BARNES-F14,8,PS,-10.901331954
0035-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0035-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
0035-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
0035-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842
0035-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
0035-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
0035-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528
0035-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0
0035-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0
0035-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0
0035-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,0
0035-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,0
0035-F14,3.-1.3.1,226-001-BARNES-F14,1,PS,0
0035-F14,3.-1.3.0,226-001-BARNES-F14,1,PS,-167.731092437
0035-F14,4.-1.2.0,226-001-BARNES-F14,2,WE,0
0035-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,0
0035-F14,4.-1.1.0,226-001-BARNES-F14,2,PS,0
0035-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0
0035-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0
0035-F14,4.-1.3.0,226-001-BARNES-F14,3,PS,0
0035-F14,4.-1.3.1,226-001-BARNES-F14,5,PS,0
0035-F14,4.-1.3.1,226-001-BARNES-F14,5,PS,0
0035-F14,5.-1.3.0,226-001-BARNES-F14,5,WE,0
0035-F14,5.-1.4.1,226-001-BARNES-F14,5,PS,0
0035-F14,5.-1.1.0,226-001-BARNES-F14,5,PS,0
0035-F14,5.-1.2.0,226-001-BARNES-F14,5,PS,0
0035-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,12.5
0035-F14,6.-1.2.1,226-001-BARNES-F14,5,PS,0
0035-F14,6.-1.3.0,226-001-BARNES-F14,6,WE,0
0035-F14,6.-1.1.1,226-001-BARNES-F14,6,PS,0
0035-F14,6.-1.4.0,226-001-BARNES-F14,6,PS,54.527027027
0039-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
0039-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0
0039-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0
0039-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-34.8684210526
0039-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0
0039-F14,2.1.2.0,226-001-BARNES-F14,2,PS,0
0039-F14,2.1.3.0,226-001-BARNES-F14,2,PS,102.5995134896
0039-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0
0039-F14,3.1.2.0,226-001-BARNES-F14,3,PS,0
0039-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-126.7602186506
0039-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0
0039-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0
0039-F14,4.1.3.0,226-001-BARNES-F14,3,PS,34.7434119279
0039-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0
0039-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0
0039-F14,5.1.3.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.3.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,3,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,4,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,0
0039-F14,5.-1.4.1,226-001-BARNES-F14,5,PS,0
0039-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,-75.7142857143
0039-F14,6.-1.1.0,226-001-BARNES-F14,5,PS,0
0039-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0
0039-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0
0039-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,0
003a-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0
003a-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
003a-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0
003a-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-58.5526315789
003a-F14,2.-1.1.0,226-001-BARNES-F14,2,WE,0
003a-F14,2.-1.2.0,226-001-BARNES-F14,2,WE,0
003a-F14,2.-1.3.0,226-001-BARNES-F14,2,PS,0
003a-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,5.0042444822
003a-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0
003a-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0
003a-F14,3.1.3.0,226-001-BARNES-F14,2,PS,144.03382399
003a-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0
003a-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0
003a-F14,4.1.3.0,226-001-BARNES-F14,3,PS,0
003a-F14,4.1.2.0,226-001-BARNES-F14,4,PS,-139.7711511789
003a-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0
003a-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0
003a-F14,5.1.3.0,226-001-BARNES-F14,4,PS,-5.9295967191
003a-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0
003a-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0
003a-F14,6.1.3.0,226-001-BARNES-F14,5,PS,6.4302642758
003b-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
003b-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0
003b-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
003b-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-94.7368421053
003b-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0
003b-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0
003b-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-5.2631578947
003b-F14,3.-1.1.0,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.2.0,226-001-BARNES-F14,1,WE,0
003b-F14,3.-1.3.0,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.4.1,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.4.1,226-001-BARNES-F14,1,PS,0
003b-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,0
003b-F14,4.-1.1.0,226-001-BARNES-F14,1,WE,0
003b-F14,4.-1.2.0,226-001-BARNES-F14,1,PS,0
003b-F14,4.-1.2.1,226-001-BARNES-F14,1,PS,0
003b-F14,4.-1.3.0,226-001-BARNES-F14,1,WE,0
003b-F14,4.-1.4.0,226-001-BARNES-F14,1,PS,68.5714285714
003b-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0
003b-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0
003b-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0
003b-F14,5.-1.1.0,226-001-BARNES-F14,1,PS,0
003b-F14,5.-1.3.0,226-001-BARNES-F14,1,PS,0
003b-F14,5.-1.4.0,226-001-BARNES-F14,1,PS,-56.0714285714
003b-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0
003b-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0
003b-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0
003b-F14,6.-1.3.0,226-001-BARNES-F14,1,PS,0
003b-F14,6.-1.3.1,226-001-BARNES-F14,1,PS,0
003b-F14,6.-1.4.0,226-001-BARNES-F14,1,PS,0
003b-F14,6.-1.4.1,226-001-BARNES-F14,1,PS,108.5810810811
003e-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0
003e-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0
003e-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0
003e-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842
003e-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0
003e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0
